
UPDATE Player;uid[unique=true];competitions(code)[mode=append]
,,,no existing item found for update;ppetersonson_cuppy;wc2002
,,,no existing item found for update;demo_cuppy;wc2002
,,,no existing item found for update;hweaving_cuppy;wc2002
,,,no existing item found for update;sbrueck_cuppy;wc2002
,,,no existing item found for update;hpneumann_cuppy;wc2002
,,,no existing item found for update;ahertz_cuppy;wc2002
,,,no existing item found for update;abrode_cuppy;wc2002
,,,no existing item found for update;hschweiger_cuppy;wc2002
,,,no existing item found for update;dkaufmann_cuppy;wc2002
,,,no existing item found for update;kvitali_cuppy;wc2002
,,,no existing item found for update;bpoweronoff_cuppy;wc2002
,,,no existing item found for update;tbullet_cuppy;wc2002
,,,no existing item found for update;hjaehnig_cuppy;wc2002
,,,no existing item found for update;mdigit_cuppy;wc2002
,,,no existing item found for update;ovh_cuppy;wc2002
,,,no existing item found for update;nvp_cuppy;wc2002
,,,no existing item found for update;ariel_cuppy;wc2002
,,,no existing item found for update;sternthaler;wc2002
,,,no existing item found for update;pp;wc2002

INSERT_UPDATE MatchBet;player(uid)[unique=true];match(id,group(code,competition(code[default=wc2002])))[unique=true];guestGoals;homeGoals
,,,error finding existing item : column='player' value='sternthaler', , column 1: could not resolve item for sternthaler;sternthaler;50:LAST16;3;5;
,,,error finding existing item : column='player' value='sternthaler', , column 1: could not resolve item for sternthaler;sternthaler;51:LAST16;5;5;
,,,error finding existing item : column='player' value='sternthaler', , column 1: could not resolve item for sternthaler;sternthaler;52:LAST16;1;1;
,,,error finding existing item : column='player' value='sternthaler', , column 1: could not resolve item for sternthaler;sternthaler;53:LAST16;3;4;
,,,error finding existing item : column='player' value='sternthaler', , column 1: could not resolve item for sternthaler;sternthaler;54:LAST16;0;2;
,,,error finding existing item : column='player' value='sternthaler', , column 1: could not resolve item for sternthaler;sternthaler;55:LAST16;4;0;
,,,error finding existing item : column='player' value='sternthaler', , column 1: could not resolve item for sternthaler;sternthaler;56:LAST16;1;5;
,,,error finding existing item : column='player' value='sternthaler', , column 1: could not resolve item for sternthaler;sternthaler;57:QUARTER;0;5;
,,,error finding existing item : column='player' value='sternthaler', , column 1: could not resolve item for sternthaler;sternthaler;58:QUARTER;5;3;
,,,error finding existing item : column='player' value='sternthaler', , column 1: could not resolve item for sternthaler;sternthaler;59:QUARTER;4;3;
,,,error finding existing item : column='player' value='sternthaler', , column 1: could not resolve item for sternthaler;sternthaler;60:QUARTER;3;5;
,,,error finding existing item : column='player' value='sternthaler', , column 1: could not resolve item for sternthaler;sternthaler;61:SEMI;4;0;
,,,error finding existing item : column='player' value='sternthaler', , column 1: could not resolve item for sternthaler;sternthaler;63:THIRD;0;4;
,,,error finding existing item : column='player' value='sternthaler', , column 1: could not resolve item for sternthaler;sternthaler;64:FINAL;1;2;
,,,error finding existing item : column='player' value='ppetersonson_cuppy', , column 1: could not resolve item for ppetersonson_cuppy;ppetersonson_cuppy;49:LAST16;4;0;
,,,error finding existing item : column='player' value='ppetersonson_cuppy', , column 1: could not resolve item for ppetersonson_cuppy;ppetersonson_cuppy;50:LAST16;4;5;
,,,error finding existing item : column='player' value='ppetersonson_cuppy', , column 1: could not resolve item for ppetersonson_cuppy;ppetersonson_cuppy;51:LAST16;0;4;
,,,error finding existing item : column='player' value='ppetersonson_cuppy', , column 1: could not resolve item for ppetersonson_cuppy;ppetersonson_cuppy;52:LAST16;4;4;
,,,error finding existing item : column='player' value='ppetersonson_cuppy', , column 1: could not resolve item for ppetersonson_cuppy;ppetersonson_cuppy;53:LAST16;2;1;
,,,error finding existing item : column='player' value='ppetersonson_cuppy', , column 1: could not resolve item for ppetersonson_cuppy;ppetersonson_cuppy;54:LAST16;0;2;
,,,error finding existing item : column='player' value='ppetersonson_cuppy', , column 1: could not resolve item for ppetersonson_cuppy;ppetersonson_cuppy;55:LAST16;5;2;
,,,error finding existing item : column='player' value='ppetersonson_cuppy', , column 1: could not resolve item for ppetersonson_cuppy;ppetersonson_cuppy;56:LAST16;2;5;
,,,error finding existing item : column='player' value='ppetersonson_cuppy', , column 1: could not resolve item for ppetersonson_cuppy;ppetersonson_cuppy;57:QUARTER;5;0;
,,,error finding existing item : column='player' value='ppetersonson_cuppy', , column 1: could not resolve item for ppetersonson_cuppy;ppetersonson_cuppy;58:QUARTER;2;0;
,,,error finding existing item : column='player' value='ppetersonson_cuppy', , column 1: could not resolve item for ppetersonson_cuppy;ppetersonson_cuppy;59:QUARTER;5;2;
,,,error finding existing item : column='player' value='ppetersonson_cuppy', , column 1: could not resolve item for ppetersonson_cuppy;ppetersonson_cuppy;60:QUARTER;1;4;
,,,error finding existing item : column='player' value='ppetersonson_cuppy', , column 1: could not resolve item for ppetersonson_cuppy;ppetersonson_cuppy;61:SEMI;2;4;
,,,error finding existing item : column='player' value='ppetersonson_cuppy', , column 1: could not resolve item for ppetersonson_cuppy;ppetersonson_cuppy;63:THIRD;1;4;
,,,error finding existing item : column='player' value='ppetersonson_cuppy', , column 1: could not resolve item for ppetersonson_cuppy;ppetersonson_cuppy;64:FINAL;3;2;
,,,error finding existing item : column='player' value='demo_cuppy', , column 1: could not resolve item for demo_cuppy;demo_cuppy;49:LAST16;4;3;
,,,error finding existing item : column='player' value='demo_cuppy', , column 1: could not resolve item for demo_cuppy;demo_cuppy;50:LAST16;1;1;
,,,error finding existing item : column='player' value='demo_cuppy', , column 1: could not resolve item for demo_cuppy;demo_cuppy;51:LAST16;1;5;
,,,error finding existing item : column='player' value='demo_cuppy', , column 1: could not resolve item for demo_cuppy;demo_cuppy;52:LAST16;0;3;
,,,error finding existing item : column='player' value='demo_cuppy', , column 1: could not resolve item for demo_cuppy;demo_cuppy;53:LAST16;0;5;
,,,error finding existing item : column='player' value='demo_cuppy', , column 1: could not resolve item for demo_cuppy;demo_cuppy;54:LAST16;3;0;
,,,error finding existing item : column='player' value='demo_cuppy', , column 1: could not resolve item for demo_cuppy;demo_cuppy;55:LAST16;4;2;
,,,error finding existing item : column='player' value='demo_cuppy', , column 1: could not resolve item for demo_cuppy;demo_cuppy;56:LAST16;4;0;
,,,error finding existing item : column='player' value='demo_cuppy', , column 1: could not resolve item for demo_cuppy;demo_cuppy;57:QUARTER;5;1;
,,,error finding existing item : column='player' value='demo_cuppy', , column 1: could not resolve item for demo_cuppy;demo_cuppy;58:QUARTER;3;0;
,,,error finding existing item : column='player' value='demo_cuppy', , column 1: could not resolve item for demo_cuppy;demo_cuppy;59:QUARTER;0;0;
,,,error finding existing item : column='player' value='demo_cuppy', , column 1: could not resolve item for demo_cuppy;demo_cuppy;60:QUARTER;4;4;
,,,error finding existing item : column='player' value='demo_cuppy', , column 1: could not resolve item for demo_cuppy;demo_cuppy;61:SEMI;4;0;
,,,error finding existing item : column='player' value='demo_cuppy', , column 1: could not resolve item for demo_cuppy;demo_cuppy;62:SEMI;5;2;
,,,error finding existing item : column='player' value='demo_cuppy', , column 1: could not resolve item for demo_cuppy;demo_cuppy;63:THIRD;4;2;
,,,error finding existing item : column='player' value='demo_cuppy', , column 1: could not resolve item for demo_cuppy;demo_cuppy;64:FINAL;3;5;
,,,error finding existing item : column='player' value='hweaving_cuppy', , column 1: could not resolve item for hweaving_cuppy;hweaving_cuppy;49:LAST16;3;4;
,,,error finding existing item : column='player' value='hweaving_cuppy', , column 1: could not resolve item for hweaving_cuppy;hweaving_cuppy;50:LAST16;5;0;
,,,error finding existing item : column='player' value='hweaving_cuppy', , column 1: could not resolve item for hweaving_cuppy;hweaving_cuppy;51:LAST16;4;1;
,,,error finding existing item : column='player' value='hweaving_cuppy', , column 1: could not resolve item for hweaving_cuppy;hweaving_cuppy;52:LAST16;4;1;
,,,error finding existing item : column='player' value='hweaving_cuppy', , column 1: could not resolve item for hweaving_cuppy;hweaving_cuppy;53:LAST16;3;2;
,,,error finding existing item : column='player' value='hweaving_cuppy', , column 1: could not resolve item for hweaving_cuppy;hweaving_cuppy;54:LAST16;3;0;
,,,error finding existing item : column='player' value='hweaving_cuppy', , column 1: could not resolve item for hweaving_cuppy;hweaving_cuppy;55:LAST16;2;1;
,,,error finding existing item : column='player' value='hweaving_cuppy', , column 1: could not resolve item for hweaving_cuppy;hweaving_cuppy;56:LAST16;0;0;
,,,error finding existing item : column='player' value='hweaving_cuppy', , column 1: could not resolve item for hweaving_cuppy;hweaving_cuppy;57:QUARTER;4;1;
,,,error finding existing item : column='player' value='hweaving_cuppy', , column 1: could not resolve item for hweaving_cuppy;hweaving_cuppy;58:QUARTER;5;0;
,,,error finding existing item : column='player' value='hweaving_cuppy', , column 1: could not resolve item for hweaving_cuppy;hweaving_cuppy;59:QUARTER;2;0;
,,,error finding existing item : column='player' value='hweaving_cuppy', , column 1: could not resolve item for hweaving_cuppy;hweaving_cuppy;60:QUARTER;2;4;
,,,error finding existing item : column='player' value='hweaving_cuppy', , column 1: could not resolve item for hweaving_cuppy;hweaving_cuppy;62:SEMI;4;0;
,,,error finding existing item : column='player' value='hweaving_cuppy', , column 1: could not resolve item for hweaving_cuppy;hweaving_cuppy;63:THIRD;1;1;
,,,error finding existing item : column='player' value='hweaving_cuppy', , column 1: could not resolve item for hweaving_cuppy;hweaving_cuppy;64:FINAL;1;3;
,,,error finding existing item : column='player' value='sbrueck_cuppy', , column 1: could not resolve item for sbrueck_cuppy;sbrueck_cuppy;49:LAST16;1;2;
,,,error finding existing item : column='player' value='sbrueck_cuppy', , column 1: could not resolve item for sbrueck_cuppy;sbrueck_cuppy;51:LAST16;1;1;
,,,error finding existing item : column='player' value='sbrueck_cuppy', , column 1: could not resolve item for sbrueck_cuppy;sbrueck_cuppy;52:LAST16;5;3;
,,,error finding existing item : column='player' value='sbrueck_cuppy', , column 1: could not resolve item for sbrueck_cuppy;sbrueck_cuppy;53:LAST16;5;1;
,,,error finding existing item : column='player' value='sbrueck_cuppy', , column 1: could not resolve item for sbrueck_cuppy;sbrueck_cuppy;54:LAST16;3;3;
,,,error finding existing item : column='player' value='sbrueck_cuppy', , column 1: could not resolve item for sbrueck_cuppy;sbrueck_cuppy;55:LAST16;0;3;
,,,error finding existing item : column='player' value='sbrueck_cuppy', , column 1: could not resolve item for sbrueck_cuppy;sbrueck_cuppy;56:LAST16;3;4;
