STATUS | wrapper  | main    | 2016/04/21 11:57:57.314 | Pinging the JVM took 36 seconds to respond.
STATUS | wrapper  | main    | 2016/04/21 11:57:57.671 | Pinging the JVM took 27 seconds to respond.
STATUS | wrapper  | main    | 2016/04/21 11:57:57.672 | Pinging the JVM took 18 seconds to respond.
STATUS | wrapper  | main    | 2016/04/21 11:57:57.673 | Pinging the JVM took 9 seconds to respond.
INFO   | jvm 1    | main    | 2016/04/21 11:57:57.797 | INFO  [automatedUpdateCl2011::de.hybris.platform.servicelayer.internal.jalo.ServicelayerJob] (automatedUpdateCl2011) [UpdateOpenLigaDbService] Checking update status for cl2011
INFO   | jvm 1    | main    | 2016/04/21 11:57:57.899 | INFO  [automatedUpdate1LGer2011::de.hybris.platform.servicelayer.internal.jalo.ServicelayerJob] (automatedUpdate1LGer2011) [UpdateOpenLigaDbService] Checking update status for 1lger2011
INFO   | jvm 1    | main    | 2016/04/21 11:57:58.055 | INFO  [automatedUpdateWWC2011::de.hybris.platform.servicelayer.internal.jalo.ServicelayerJob] (automatedUpdateWWC2011) [UpdateOpenLigaDbService] Checking update status for wwc2011
INFO   | jvm 1    | main    | 2016/04/21 11:57:58.057 | INFO  [automatedUpdate1LGer2012::de.hybris.platform.servicelayer.internal.jalo.ServicelayerJob] (automatedUpdate1LGer2012) [UpdateOpenLigaDbService] Checking update status for 1lger2012
INFO   | jvm 1    | main    | 2016/04/21 11:57:58.058 | INFO  [automatedUpdateCl2010::de.hybris.platform.servicelayer.internal.jalo.ServicelayerJob] (automatedUpdateCl2010) [UpdateOpenLigaDbService] Checking update status for cl2010
INFO   | jvm 1    | main    | 2016/04/21 11:57:58.062 | INFO  [automatedUpdateCl2012::de.hybris.platform.servicelayer.internal.jalo.ServicelayerJob] (automatedUpdateCl2012) [UpdateOpenLigaDbService] Checking update status for cl2012
INFO   | jvm 1    | main    | 2016/04/21 11:57:58.065 | INFO  [automatedUpdate2LGer2010::de.hybris.platform.servicelayer.internal.jalo.ServicelayerJob] (automatedUpdate2LGer2010) [UpdateOpenLigaDbService] Checking update status for 2lger2010
INFO   | jvm 1    | main    | 2016/04/21 11:57:58.066 | INFO  [automatedUpdateEC2012::de.hybris.platform.servicelayer.internal.jalo.ServicelayerJob] (automatedUpdateEC2012) [UpdateOpenLigaDbService] Checking update status for ec2012
INFO   | jvm 1    | main    | 2016/04/21 11:57:58.067 | INFO  [automatedUpdate1LGer2010::de.hybris.platform.servicelayer.internal.jalo.ServicelayerJob] (automatedUpdate1LGer2010) [UpdateOpenLigaDbService] Checking update status for 1lger2010
INFO   | jvm 1    | main    | 2016/04/21 11:58:00.175 | WARN  [automatedUpdateCl2010::de.hybris.platform.servicelayer.internal.jalo.ServicelayerJob] (automatedUpdateCl2010) [UpdateOpenLigaDbService] Can not check webservice for updates: I/O error: www.openligadb.de; nested exception is java.net.UnknownHostException: www.openligadb.de
INFO   | jvm 1    | main    | 2016/04/21 11:58:00.177 | WARN  [automatedUpdate1LGer2012::de.hybris.platform.servicelayer.internal.jalo.ServicelayerJob] (automatedUpdate1LGer2012) [UpdateOpenLigaDbService] Can not check webservice for updates: I/O error: www.openligadb.de; nested exception is java.net.UnknownHostException: www.openligadb.de
INFO   | jvm 1    | main    | 2016/04/21 11:58:00.177 | INFO  [automatedUpdateCl2010::de.hybris.platform.servicelayer.internal.jalo.ServicelayerJob] (automatedUpdateCl2010) [UpdateOpenLigaDbService] Updating matches for cl2010
INFO   | jvm 1    | main    | 2016/04/21 11:58:00.178 | WARN  [automatedUpdateEC2012::de.hybris.platform.servicelayer.internal.jalo.ServicelayerJob] (automatedUpdateEC2012) [UpdateOpenLigaDbService] Can not check webservice for updates: I/O error: www.openligadb.de; nested exception is java.net.UnknownHostException: www.openligadb.de
INFO   | jvm 1    | main    | 2016/04/21 11:58:00.178 | INFO  [automatedUpdateEC2012::de.hybris.platform.servicelayer.internal.jalo.ServicelayerJob] (automatedUpdateEC2012) [UpdateOpenLigaDbService] Updating matches for ec2012
INFO   | jvm 1    | main    | 2016/04/21 11:58:00.179 | WARN  [automatedUpdateCl2010::de.hybris.platform.servicelayer.internal.jalo.ServicelayerJob] (automatedUpdateCl2010) [UpdateOpenLigaDbService] Can not update by webservice: I/O error: www.openligadb.de; nested exception is java.net.UnknownHostException: www.openligadb.de
INFO   | jvm 1    | main    | 2016/04/21 11:58:00.179 | WARN  [automatedUpdateEC2012::de.hybris.platform.servicelayer.internal.jalo.ServicelayerJob] (automatedUpdateEC2012) [UpdateOpenLigaDbService] Can not update by webservice: I/O error: www.openligadb.de; nested exception is java.net.UnknownHostException: www.openligadb.de
INFO   | jvm 1    | main    | 2016/04/21 11:58:00.180 | WARN  [automatedUpdate1LGer2011::de.hybris.platform.servicelayer.internal.jalo.ServicelayerJob] (automatedUpdate1LGer2011) [UpdateOpenLigaDbService] Can not check webservice for updates: I/O error: www.openligadb.de; nested exception is java.net.UnknownHostException: www.openligadb.de
INFO   | jvm 1    | main    | 2016/04/21 11:58:00.181 | WARN  [automatedUpdateCl2011::de.hybris.platform.servicelayer.internal.jalo.ServicelayerJob] (automatedUpdateCl2011) [UpdateOpenLigaDbService] Can not check webservice for updates: I/O error: www.openligadb.de; nested exception is java.net.UnknownHostException: www.openligadb.de
INFO   | jvm 1    | main    | 2016/04/21 11:58:00.181 | INFO  [automatedUpdateCl2011::de.hybris.platform.servicelayer.internal.jalo.ServicelayerJob] (automatedUpdateCl2011) [UpdateOpenLigaDbService] Updating matches for cl2011
INFO   | jvm 1    | main    | 2016/04/21 11:58:00.181 | INFO  [automatedUpdate1LGer2011::de.hybris.platform.servicelayer.internal.jalo.ServicelayerJob] (automatedUpdate1LGer2011) [UpdateOpenLigaDbService] Updating matches for 1lger2011
INFO   | jvm 1    | main    | 2016/04/21 11:58:00.185 | WARN  [automatedUpdate1LGer2011::de.hybris.platform.servicelayer.internal.jalo.ServicelayerJob] (automatedUpdate1LGer2011) [UpdateOpenLigaDbService] Can not update by webservice: I/O error: www.openligadb.de; nested exception is java.net.UnknownHostException: www.openligadb.de
INFO   | jvm 1    | main    | 2016/04/21 11:58:00.186 | WARN  [automatedUpdateCl2011::de.hybris.platform.servicelayer.internal.jalo.ServicelayerJob] (automatedUpdateCl2011) [UpdateOpenLigaDbService] Can not update by webservice: I/O error: www.openligadb.de; nested exception is java.net.UnknownHostException: www.openligadb.de
INFO   | jvm 1    | main    | 2016/04/21 11:58:00.186 | INFO  [automatedUpdate1LGer2012::de.hybris.platform.servicelayer.internal.jalo.ServicelayerJob] (automatedUpdate1LGer2012) [UpdateOpenLigaDbService] Updating matches for 1lger2012
INFO   | jvm 1    | main    | 2016/04/21 11:58:00.317 | WARN  [automatedUpdate1LGer2012::de.hybris.platform.servicelayer.internal.jalo.ServicelayerJob] (automatedUpdate1LGer2012) [UpdateOpenLigaDbService] Can not update by webservice: I/O error: www.openligadb.de; nested exception is java.net.UnknownHostException: www.openligadb.de
INFO   | jvm 1    | main    | 2016/04/21 11:58:00.341 | WARN  [automatedUpdate2LGer2010::de.hybris.platform.servicelayer.internal.jalo.ServicelayerJob] (automatedUpdate2LGer2010) [UpdateOpenLigaDbService] Can not check webservice for updates: I/O error: www.openligadb.de; nested exception is java.net.UnknownHostException: www.openligadb.de
INFO   | jvm 1    | main    | 2016/04/21 11:58:00.345 | INFO  [automatedUpdate2LGer2010::de.hybris.platform.servicelayer.internal.jalo.ServicelayerJob] (automatedUpdate2LGer2010) [UpdateOpenLigaDbService] Updating matches for 2lger2010
INFO   | jvm 1    | main    | 2016/04/21 11:58:00.346 | WARN  [automatedUpdate1LGer2010::de.hybris.platform.servicelayer.internal.jalo.ServicelayerJob] (automatedUpdate1LGer2010) [UpdateOpenLigaDbService] Can not check webservice for updates: I/O error: www.openligadb.de; nested exception is java.net.UnknownHostException: www.openligadb.de
INFO   | jvm 1    | main    | 2016/04/21 11:58:00.346 | INFO  [automatedUpdate1LGer2010::de.hybris.platform.servicelayer.internal.jalo.ServicelayerJob] (automatedUpdate1LGer2010) [UpdateOpenLigaDbService] Updating matches for 1lger2010
INFO   | jvm 1    | main    | 2016/04/21 11:58:00.347 | WARN  [automatedUpdate1LGer2010::de.hybris.platform.servicelayer.internal.jalo.ServicelayerJob] (automatedUpdate1LGer2010) [UpdateOpenLigaDbService] Can not update by webservice: I/O error: www.openligadb.de; nested exception is java.net.UnknownHostException: www.openligadb.de
INFO   | jvm 1    | main    | 2016/04/21 11:58:00.350 | WARN  [automatedUpdateCl2012::de.hybris.platform.servicelayer.internal.jalo.ServicelayerJob] (automatedUpdateCl2012) [UpdateOpenLigaDbService] Can not check webservice for updates: I/O error: www.openligadb.de; nested exception is java.net.UnknownHostException: www.openligadb.de
INFO   | jvm 1    | main    | 2016/04/21 11:58:00.352 | INFO  [automatedUpdateCl2012::de.hybris.platform.servicelayer.internal.jalo.ServicelayerJob] (automatedUpdateCl2012) [UpdateOpenLigaDbService] Updating matches for cl2012
INFO   | jvm 1    | main    | 2016/04/21 11:58:00.353 | WARN  [automatedUpdateWWC2011::de.hybris.platform.servicelayer.internal.jalo.ServicelayerJob] (automatedUpdateWWC2011) [UpdateOpenLigaDbService] Can not check webservice for updates: I/O error: www.openligadb.de; nested exception is java.net.UnknownHostException: www.openligadb.de
INFO   | jvm 1    | main    | 2016/04/21 11:58:00.355 | INFO  [automatedUpdateWWC2011::de.hybris.platform.servicelayer.internal.jalo.ServicelayerJob] (automatedUpdateWWC2011) [UpdateOpenLigaDbService] Updating matches for wwc2011
INFO   | jvm 1    | main    | 2016/04/21 11:58:00.356 | WARN  [automatedUpdateWWC2011::de.hybris.platform.servicelayer.internal.jalo.ServicelayerJob] (automatedUpdateWWC2011) [UpdateOpenLigaDbService] Can not update by webservice: I/O error: www.openligadb.de; nested exception is java.net.UnknownHostException: www.openligadb.de
