STATUS | wrapper  | main    | 2016/03/01 13:31:54.862 | --> Wrapper Started as Console
STATUS | wrapper  | main    | 2016/03/01 13:31:56.565 | Java Service Wrapper Standard Edition 64-bit 3.5.24
STATUS | wrapper  | main    | 2016/03/01 13:31:56.565 |   Copyright (C) 1999-2014 Tanuki Software, Ltd. All Rights Reserved.
STATUS | wrapper  | main    | 2016/03/01 13:31:56.565 |     http://wrapper.tanukisoftware.com
STATUS | wrapper  | main    | 2016/03/01 13:31:56.565 |   Licensed to hybris software - www.hybris.com for hybris Platform
STATUS | wrapper  | main    | 2016/03/01 13:31:56.566 | 
STATUS | wrapper  | main    | 2016/03/01 13:31:56.940 | Launching a JVM...
INFO   | jvm 1    | main    | 2016/03/01 13:31:59.542 | WrapperManager: Initializing...
INFO   | jvm 1    | main    | 2016/03/01 13:32:00.936 | мар 01, 2016 12:32:00 PM org.apache.coyote.AbstractProtocol init
INFO   | jvm 1    | main    | 2016/03/01 13:32:00.938 | INFO: Initializing ProtocolHandler ["http-bio-9001"]
INFO   | jvm 1    | main    | 2016/03/01 13:32:00.938 | мар 01, 2016 12:32:00 PM org.apache.coyote.AbstractProtocol init
INFO   | jvm 1    | main    | 2016/03/01 13:32:00.938 | INFO: Initializing ProtocolHandler ["http-bio-9002"]
INFO   | jvm 1    | main    | 2016/03/01 13:32:01.633 | мар 01, 2016 12:32:01 PM org.apache.coyote.AbstractProtocol init
INFO   | jvm 1    | main    | 2016/03/01 13:32:01.634 | INFO: Initializing ProtocolHandler ["ajp-bio-8009"]
INFO   | jvm 1    | main    | 2016/03/01 13:32:01.634 | мар 01, 2016 12:32:01 PM org.apache.catalina.startup.Catalina load
INFO   | jvm 1    | main    | 2016/03/01 13:32:01.634 | INFO: Initialization processed in 1693 ms
INFO   | jvm 1    | main    | 2016/03/01 13:32:01.835 | мар 01, 2016 12:32:01 PM org.apache.catalina.mbeans.JmxRemoteLifecycleListener createServer
INFO   | jvm 1    | main    | 2016/03/01 13:32:01.836 | INFO: The JMX Remote Listener has configured the registry on port 9003 and the server on port 9004 for the Platform server
INFO   | jvm 1    | main    | 2016/03/01 13:32:01.836 | мар 01, 2016 12:32:01 PM org.apache.catalina.core.StandardService startInternal
INFO   | jvm 1    | main    | 2016/03/01 13:32:01.837 | INFO: Starting service Catalina
INFO   | jvm 1    | main    | 2016/03/01 13:32:06.446 | мар 01, 2016 12:32:06 PM org.apache.catalina.startup.TaglibUriRule body
INFO   | jvm 1    | main    | 2016/03/01 13:32:06.447 | INFO: TLD skipped. URI: http://displaytag.sf.net/el is already defined
INFO   | jvm 1    | main    | 2016/03/01 13:32:06.447 | мар 01, 2016 12:32:06 PM org.apache.catalina.startup.TaglibUriRule body
INFO   | jvm 1    | main    | 2016/03/01 13:32:06.449 | INFO: TLD skipped. URI: http://displaytag.sf.net is already defined
INFO   | jvm 1    | main    | 2016/03/01 13:32:07.462 | >>> No SAP licenses found in the system. Trying fallback to hybris license.
INFO   | jvm 1    | main    | 2016/03/01 13:32:09.621 | INFO  [localhost-startStop-1] [AbstractTenant] Created master data source DataSourceImpl<<master/master>>
