insert_update B2BUserGroup;B2BUnit(uid)[allownull=true];CN;DN;creationtime[forceWrite=false,dateformat=dd.MM.yyyy hh:mm:ss];description;hmcLoginDisabled;hmcXML;ldapsearchbase;locname[lang=de];locname[lang=en];name;owner(&Item);readableLanguages(isocode);uid[unique=true,allownull=true];userDiscountGroup(code,itemtype(code));userPriceGroup(code,itemtype(code));userTaxGroup(code,itemtype(code));writeableLanguages(isocode)
;Org A Company A.B;;;03.08.2010 04:09:46;Org A Company A.B Approver Group;;;;;Org A Company A.B Approver Group;;;;Org A Company A.B Approver Group;;;;
;Org A Department A.A.A;;;03.08.2010 04:09:46;Org A Department A.A.A Approver Group;;;;;Org A Department A.A.A Approver Group;;;;Org A Department A.A.A Approver Group;;;;
;Org A Department A.A.B;;;03.08.2010 04:09:46;Org A Department A.A.B Approver Group;;;;;Org A Department A.A.B Approver Group;;;;Org A Department A.A.B Approver Group;;;;
;Org A Department A.A.C;;;03.08.2010 04:09:46;Org A Department A.A.C Approver Group;;;;;Org A Department A.A.C Approver Group;;;;Org A Department A.A.C Approver Group;;;;
;Org A Department A.B.A;;;03.08.2010 04:09:46;Org A Department A.B.A Approver Group;;;;;Org A Department A.B.A Approver Group;;;;Org A Department A.B.A Approver Group;;;;

insert_update B2BUnit2ApproverGroup;&Item;creationtime[forceWrite=false,dateformat=dd.MM.yyyy hh:mm:ss];language(isocode)[unique=true];owner(&Item);qualifier;sequenceNumber;source(uid)[unique=true,allownull=true];target(uid)[unique=true,allownull=true]
;Item0;02.08.2010 08:26:42;;;B2BUnit2ApproverGroup;0;Org A Company A.B;Org A Company A.B Approver Group
;Item1;02.08.2010 09:49:37;;;B2BUnit2ApproverGroup;0;Org A Department A.A.A;Org A Department A.A.A Approver Group
;Item2;02.08.2010 11:36:23;;;B2BUnit2ApproverGroup;0;Org A Department A.A.B;Org A Department A.A.B Approver Group
;Item3;02.08.2010 11:52:44;;;B2BUnit2ApproverGroup;0;Org A Department A.A.C;Org A Department A.A.C Approver Group
;Item4;03.08.2010 01:47:16;;;B2BUnit2ApproverGroup;0;Org A Department A.B.A;Org A Department A.B.A Approver Group

insert_update B2BBudget;&Item;B2BUnit(uid);budget;code[unique=true,allownull=true];creationtime[forceWrite=false,dateformat=dd.MM.yyyy hh:mm:ss];currency(isocode);name[lang=de];name[lang=en];owner(&Item)[allownull=true];dateRange[dateformat=dd.MM.yyyy hh:mm:ss,allownull=true]
;Item5;C_2_U_1;100;C_2_U_1_budget_1;30.07.2010 11:56:53;USD;;;;02.08.2010 12:00:00,02.08.2011 12:00:00
;Item6;C_2_U_2;100;C_2_U_2_budget_1;30.07.2010 11:56:54;USD;;;;02.08.2010 12:00:00,02.08.2011 12:00:00
;Item7;C_2_U_3;100;C_2_U_3_budget_1;30.07.2010 11:56:54;USD;;;;02.08.2010 12:00:00,02.08.2011 12:00:00
;Item8;C_2_U_4;100;C_2_U_4_budget_1;30.07.2010 11:56:54;USD;;;;02.08.2010 12:00:00,02.08.2011 12:00:00
;Item9;C_2_U_5;100;C_2_U_5_budget_1;30.07.2010 11:56:54;USD;;;;02.08.2010 12:00:00,02.08.2011 12:00:00
;Item10;C_2_U_6;100;C_2_U_6_budget_1;30.07.2010 11:56:54;USD;;;;02.08.2010 12:00:00,02.08.2011 12:00:00
;Item11;C_2;100;C_2_budget_1;30.07.2010 11:56:53;USD;;;;02.08.2010 12:00:00,02.08.2011 12:00:00
;Item12;Org A Company A.A;100;Org A Company A.A Budget;30.07.2010 11:56:52;USD;;;;02.08.2010 12:00:00,02.08.2011 12:00:00
;Item13;Org A Company A.B;100;Org A Company A.B Budget;30.07.2010 11:56:52;USD;;;;02.08.2010 12:00:00,02.08.2011 12:00:00
;Item14;Org A Department A.A.A;100;Org A Department A.A.A Budget;30.07.2010 11:56:53;USD;;;;02.08.2010 12:00:00,02.08.2011 12:00:00
;Item15;Org A Department A.A.B;100;Org A Department A.A.B Budget;30.07.2010 11:56:53;USD;;;;02.08.2010 12:00:00,02.08.2011 12:00:00
;Item16;Org A Department A.A.C;100;Org A Department A.A.C Budget;30.07.2010 11:56:53;USD;;;;02.08.2010 12:00:00,02.08.2011 12:00:00
;Item17;Org A Department A.B.A;100;Org A Department A.B.A Budget;30.07.2010 11:56:53;USD;;;;02.08.2010 12:00:00,02.08.2011 12:00:00
;Item18;Org A Headquater;100;Org A Headquater Budget;30.07.2010 11:56:52;USD;;;;02.08.2010 12:00:00,02.08.2011 12:00:00

insert_update B2BCostCenter;&Item;B2BBudget(code);B2BUnit(uid);code[unique=true,allownull=true];cost;creationtime[forceWrite=false,dateformat=dd.MM.yyyy hh:mm:ss];currency(isocode)[forceWrite=false];name[lang=de];name[lang=en];owner(&Item)[allownull=true]
;Item19;Org A Headquater Budget;Org A Headquater;C_1_costCenter_1;0;30.07.2010 11:56:52;USD;;;
;Item20;Org A Headquater Budget;Org A Headquater;C_1_costCenter_2;0;30.07.2010 11:56:52;USD;;;
;Item21;C_2_U_1_budget_1;C_2_U_1;C_2_U_1_costCenter_1;0;30.07.2010 11:56:53;USD;;;
;Item22;C_2_U_1_budget_1;C_2_U_1;C_2_U_1_costCenter_2;0;30.07.2010 11:56:53;USD;;;
;Item23;C_2_U_2_budget_1;C_2_U_2;C_2_U_2_costCenter_1;0;30.07.2010 11:56:54;USD;;;
;Item24;C_2_U_2_budget_1;C_2_U_2;C_2_U_2_costCenter_2;0;30.07.2010 11:56:54;USD;;;
;Item25;C_2_U_3_budget_1;C_2_U_3;C_2_U_3_costCenter_1;0;30.07.2010 11:56:54;USD;;;
;Item26;C_2_U_3_budget_1;C_2_U_3;C_2_U_3_costCenter_2;0;30.07.2010 11:56:54;USD;;;
;Item27;C_2_U_4_budget_1;C_2_U_4;C_2_U_4_costCenter_1;0;30.07.2010 11:56:54;USD;;;
;Item28;C_2_U_4_budget_1;C_2_U_4;C_2_U_4_costCenter_2;0;30.07.2010 11:56:54;USD;;;
;Item29;C_2_U_5_budget_1;C_2_U_5;C_2_U_5_costCenter_1;0;30.07.2010 11:56:54;USD;;;
;Item30;C_2_U_5_budget_1;C_2_U_5;C_2_U_5_costCenter_2;0;30.07.2010 11:56:54;USD;;;
;Item31;C_2_U_6_budget_1;C_2_U_6;C_2_U_6_costCenter_1;0;30.07.2010 11:56:54;USD;;;
;Item32;C_2_U_6_budget_1;C_2_U_6;C_2_U_6_costCenter_2;0;30.07.2010 11:56:54;USD;;;
;Item33;C_2_budget_1;C_2;C_2_costCenter_1;0;30.07.2010 11:56:53;USD;;;
;Item34;C_2_budget_1;C_2;C_2_costCenter_2;0;30.07.2010 11:56:53;USD;;;
;Item35;Org A Company A.A Budget;Org A Company A.A;Org A Company A.A Cost Center 1;0;30.07.2010 11:56:52;USD;;;
;Item36;Org A Company A.A Budget;Org A Company A.A;Org A Company A.A Cost Center 2;0;30.07.2010 11:56:52;USD;;;
;Item37;Org A Company A.B Budget;Org A Company A.B;Org A Company A.B Cost Center 2;0;30.07.2010 11:56:52;USD;;;
;Item38;Org A Company A.B Budget;Org A Company A.B;Org A Company A.B costCenter 1;0;30.07.2010 11:56:52;USD;;;
;Item39;Org A Department A.A.A Budget;Org A Department A.A.A;Org A Department A.A.A Cost Center 1;0;30.07.2010 11:56:53;USD;;;
;Item40;Org A Department A.A.A Budget;Org A Department A.A.A;Org A Department A.A.A Cost Center 2;0;30.07.2010 11:56:53;USD;;;
;Item41;Org A Department A.A.B Budget;Org A Department A.A.B;Org A Department A.A.B Cost Center 1;0;30.07.2010 11:56:53;USD;;;
;Item42;Org A Department A.A.B Budget;Org A Department A.A.B;Org A Department A.A.B Cost Center 2;0;30.07.2010 11:56:53;USD;;;
;Item43;Org A Department A.A.C Budget;Org A Department A.A.C;Org A Department A.A.C Cost Center 1;0;30.07.2010 11:56:53;USD;;;
;Item44;Org A Department A.A.C Budget;Org A Department A.A.C;Org A Department A.A.C Cost Center 2;0;30.07.2010 11:56:53;USD;;;
;Item45;Org A Department A.B.A Budget;Org A Department A.B.A;Org A Department A.B.A Cost Center;0;30.07.2010 11:56:53;USD;;;

insert_update b2bemployee;&Item;@password[translator=de.hybris.platform.impex.jalo.translators.UserPasswordTranslator];B2BApprovers(uid);B2BUnit(uid);CN;DN;Europe1PriceFactory_UDG(code,itemtype(code));Europe1PriceFactory_UPG(code,itemtype(code));Europe1PriceFactory_UTG(code,itemtype(code));addresses(&Item);carts(code);creationtime[forceWrite=false,dateformat=dd.MM.yyyy hh:mm:ss];defaultPaymentAddress(&Item);defaultShipmentAddress(&Item);description;domain;europe1Discounts(&Item);hmcLoginDisabled;ldapaccount[allownull=true];ldaplogin;ldapsearchbase;loginDisabled[allownull=true];name;orders(code,versionID);owner(&Item);password;passwordAnswer;passwordQuestion;paymentInfos(&Item);sessionCurrency(isocode);sessionLanguage(isocode);uid[unique=true,allownull=true];
;Item48;*:nimda;;Org A Headquater;;;;;;;;30.07.2010 11:56:51;;;;;;;false;;;false;;;;nimda;;;;;;Org A Headquater Admin;
;Item49;*:nimda;;Org A Headquater;;;;;;;;30.07.2010 11:56:51;;;;;;;false;;;false;;;;nimda;;;;;;Org A Headquater Buyer 1;
;Item50;*:nimda;;Org A Headquater;;;;;;;;30.07.2010 11:56:51;;;;;;;false;;;false;;;;nimda;;;;;;Org A Headquater Buyer 2;
;Item51;*:nimda;;Org A Headquater;;;;;;;;30.07.2010 11:56:51;;;;;;;false;;;false;;;;nimda;;;;;;Org A Headquater Approver;
;Item52;*:nimda;;C_2_U_1;;;;;;;;30.07.2010 11:56:53;;;;;;;false;;;false;;;;nimda;;;;;;C_2_U_1_b2badmingroup_1;
;Item53;*:nimda;;C_2_U_1;;;;;;;;30.07.2010 11:56:53;;;;;;;false;;;false;;;;nimda;;;;;;C_2_U_1_b2bcustomergroup_2;
;Item54;*:nimda;;C_2_U_1;;;;;;;;30.07.2010 11:56:53;;;;;;;false;;;false;;;;nimda;;;;;;C_2_U_1_b2bmanagergroup_3;
;Item55;*:nimda;;C_2_U_1;;;;;;;;30.07.2010 11:56:53;;;;;;;false;;;false;;;;nimda;;;;;;C_2_U_1_b2bapprovergroup_4;
;Item56;*:nimda;;C_2_U_2;;;;;;;;30.07.2010 11:56:53;;;;;;;false;;;false;;;;nimda;;;;;;C_2_U_2_b2badmingroup_1;
;Item57;*:nimda;;C_2_U_2;;;;;;;;30.07.2010 11:56:53;;;;;;;false;;;false;;;;nimda;;;;;;C_2_U_2_b2bcustomergroup_2;
;Item58;*:nimda;;C_2_U_2;;;;;;;;30.07.2010 11:56:54;;;;;;;false;;;false;;;;nimda;;;;;;C_2_U_2_b2bmanagergroup_3;
;Item59;*:nimda;;C_2_U_2;;;;;;;;30.07.2010 11:56:54;;;;;;;false;;;false;;;;nimda;;;;;;C_2_U_2_b2bapprovergroup_4;
;Item60;*:nimda;;C_2_U_3;;;;;;;;30.07.2010 11:56:54;;;;;;;false;;;false;;;;nimda;;;;;;C_2_U_3_b2badmingroup_1;
;Item61;*:nimda;;C_2_U_3;;;;;;;;30.07.2010 11:56:54;;;;;;;false;;;false;;;;nimda;;;;;;C_2_U_3_b2bcustomergroup_2;
;Item62;*:nimda;;C_2_U_3;;;;;;;;30.07.2010 11:56:54;;;;;;;false;;;false;;;;nimda;;;;;;C_2_U_3_b2bmanagergroup_3;
;Item63;*:nimda;;C_2_U_3;;;;;;;;30.07.2010 11:56:54;;;;;;;false;;;false;;;;nimda;;;;;;C_2_U_3_b2bapprovergroup_4;
;Item64;*:nimda;;C_2_U_4;;;;;;;;30.07.2010 11:56:54;;;;;;;false;;;false;;;;nimda;;;;;;C_2_U_4_b2badmingroup_1;
;Item65;*:nimda;;C_2_U_4;;;;;;;;30.07.2010 11:56:54;;;;;;;false;;;false;;;;nimda;;;;;;C_2_U_4_b2bcustomergroup_2;
;Item66;*:nimda;;C_2_U_4;;;;;;;;30.07.2010 11:56:54;;;;;;;false;;;false;;;;nimda;;;;;;C_2_U_4_b2bmanagergroup_3;
;Item67;*:nimda;;C_2_U_4;;;;;;;;30.07.2010 11:56:54;;;;;;;false;;;false;;;;nimda;;;;;;C_2_U_4_b2bapprovergroup_4;
;Item68;*:nimda;;C_2_U_5;;;;;;;;30.07.2010 11:56:54;;;;;;;false;;;false;;;;nimda;;;;;;C_2_U_5_b2badmingroup_1;
;Item69;*:nimda;;C_2_U_5;;;;;;;;30.07.2010 11:56:54;;;;;;;false;;;false;;;;nimda;;;;;;C_2_U_5_b2bcustomergroup_2;
;Item70;*:nimda;;C_2_U_5;;;;;;;;30.07.2010 11:56:54;;;;;;;false;;;false;;;;nimda;;;;;;C_2_U_5_b2bmanagergroup_3;
;Item71;*:nimda;;C_2_U_5;;;;;;;;30.07.2010 11:56:54;;;;;;;false;;;false;;;;nimda;;;;;;C_2_U_5_b2bapprovergroup_4;
;Item72;*:nimda;;C_2_U_6;;;;;;;;30.07.2010 11:56:54;;;;;;;false;;;false;;;;nimda;;;;;;C_2_U_6_b2badmingroup_1;
;Item73;*:nimda;;C_2_U_6;;;;;;;;30.07.2010 11:56:54;;;;;;;false;;;false;;;;nimda;;;;;;C_2_U_6_b2bcustomergroup_2;
;Item74;*:nimda;;C_2_U_6;;;;;;;;30.07.2010 11:56:54;;;;;;;false;;;false;;;;nimda;;;;;;C_2_U_6_b2bmanagergroup_3;
;Item75;*:nimda;;C_2_U_6;;;;;;;;30.07.2010 11:56:54;;;;;;;false;;;false;;;;nimda;;;;;;C_2_U_6_b2bapprovergroup_4;
;Item76;*:nimda;;C_2;;;;;;;;30.07.2010 11:56:53;;;;;;;false;;;false;;;;nimda;;;;;;C_2_b2badmingroup_1;
;Item77;*:nimda;;C_2;;;;;;;;30.07.2010 11:56:53;;;;;;;false;;;false;;;;nimda;;;;;;C_2_b2bcustomergroup_2;
;Item78;*:nimda;;C_2;;;;;;;;30.07.2010 11:56:53;;;;;;;false;;;false;;;;nimda;;;;;;C_2_b2bmanagergroup_3;
;Item79;*:nimda;;C_2;;;;;;;;30.07.2010 11:56:53;;;;;;;false;;;false;;;;nimda;;;;;;C_2_b2bapprovergroup_4;
;Item80;*:nimda;;Org A Company A.A;;;;;;;;30.07.2010 11:56:52;;;;;;;false;;;false;;;;nimda;;;;;;Org A Company A.A Admin;
;Item81;*:nimda;;Org A Company A.A;;;;;;;;30.07.2010 11:56:52;;;;;;;false;;;false;;;;nimda;;;;;;Org A Company A.A Approver;
;Item82;*:nimda;;Org A Company A.A;;;;;;;;30.07.2010 11:56:52;;;;;;;false;;;false;;;;nimda;;;;;;Org A Company A.A Buyer;
;Item83;*:nimda;;Org A Company A.A;;;;;;;;30.07.2010 11:56:52;;;;;;;false;;;false;;;;nimda;;;;;;Org A Company A.A Manager;
;Item84;*:nimda;;Org A Company A.B;;;;;;;;30.07.2010 11:56:52;;;"Places orders for 
Org A Company A.B";;;;false;;;false;Org A Company A.B Buyer 1;;;nimda;;;;;;Org A Company A.B Buyer 1;
;Item85;*:nimda;;Org A Company A.B;;;;;;;;30.07.2010 11:56:52;;;"Places orders for 
Org A Company A.B";;;;false;;;false;Org A Company A.B Buyer 2;;;nimda;;;;;;Org A Company A.B Buyer 2;
;Item86;*:nimda;;Org A Company A.B;;;;;;;;30.07.2010 11:56:52;;;;;;;false;;;false;Org A Company A.B Order Approver;;;nimda;;;;;;Org A Company A.B Order Approver;
;Item87;*:;;Org A Company A.C;;;;;;;;02.08.2010 09:29:32;;;;;;;false;;;false;;;;;;;;;;Org A Company A.C Buyer;
;Item88;*:nimda;;Org A Department A.A.A;;;;;;;;30.07.2010 11:56:52;;;;;;;false;;;false;;;;nimda;;;;;;Org A Department A.A.A Admin;
;Item89;*:nimda;;Org A Department A.A.A;;;;;;;;30.07.2010 11:56:53;;;;;;;false;;;false;;;;nimda;;;;;;Org A Department A.A.A Aprover;
;Item90;*:nimda;;Org A Department A.A.A;;;;;;;;30.07.2010 11:56:52;;;;;;;false;;;false;;;;nimda;;;;;;Org A Department A.A.A Buyer 1;
;Item91;*:nimda;;Org A Department A.A.A;;;;;;;;30.07.2010 11:56:53;;;;;;;false;;;false;;;;nimda;;;;;;Org A Department A.A.A Buyer 2;
;Item92;*:nimda;;Org A Department A.A.B;;;;;;;;30.07.2010 11:56:53;;;;;;;false;;;false;;;;nimda;;;;;;Org A Department A.A.B Admin;
;Item93;*:nimda;;Org A Department A.A.B;;;;;;;;30.07.2010 11:56:53;;;;;;;false;;;false;;;;nimda;;;;;;Org A Department A.A.B Approver;
;Item94;*:nimda;;Org A Department A.A.B;;;;;;;;30.07.2010 11:56:53;;;;;;;false;;;false;;;;nimda;;;;;;Org A Department A.A.B Buyer 1;
;Item95;*:nimda;;Org A Department A.A.B;;;;;;;;30.07.2010 11:56:53;;;;;;;false;;;false;;;;nimda;;;;;;Org A Department A.A.B Buyer 2;
;Item96;*:nimda;;Org A Department A.A.C;;;;;;;;30.07.2010 11:56:53;;;;;;;false;;;false;;;;nimda;;;;;;Org A Department A.A.C Admin;
;Item97;*:nimda;;Org A Department A.A.C;;;;;;;;30.07.2010 11:56:53;;;;;;;false;;;false;;;;nimda;;;;;;Org A Department A.A.C Approver;
;Item98;*:nimda;;Org A Department A.A.C;;;;;;;;30.07.2010 11:56:53;;;;;;;false;;;false;;;;nimda;;;;;;Org A Department A.A.C Buyer 1;
;Item99;*:nimda;;Org A Department A.A.C;;;;;;;;30.07.2010 11:56:53;;;;;;;false;;;false;;;;nimda;;;;;;Org A Department A.A.C Buyer 2;
;Item100;*:nimda;;Org A Department A.B.A;;;;;;;;30.07.2010 11:56:53;;;;;;;false;;;false;;;;nimda;;;;;;Org A Department A.B.A Admin;
